Time,Open,High,Low,Close,Volume 
2008.01.01 00:00:00,0.8743,0.8788,0.8735,0.876,1
2008.01.02 00:00:00,0.876,0.8837,0.8756,0.8836,1
2008.01.03 00:00:00,0.8836,0.885,0.8785,0.8798,1
2008.01.04 00:00:00,0.8798,0.8836,0.8698,0.8714,1
2008.01.07 00:00:00,0.8714,0.8748,0.8681,0.8725,1
2008.01.08 00:00:00,0.8725,0.8839,0.8701,0.8784,1
2008.01.09 00:00:00,0.8784,0.8858,0.8782,0.883,1
2008.01.10 00:00:00,0.883,0.8976,0.8809,0.8952,1
2008.01.11 00:00:00,0.8952,0.897,0.8896,0.8894,1
2008.01.14 00:00:00,0.8894,0.9003,0.889,0.8992,1
2008.01.15 00:00:00,0.8992,0.9018,0.8814,0.8816,1
2008.01.16 00:00:00,0.8816,0.8868,0.8743,0.8786,1
2008.01.17 00:00:00,0.8786,0.888,0.8765,0.8771,1
2008.01.18 00:00:00,0.8771,0.8851,0.8698,0.8785,1
2008.01.21 00:00:00,0.8785,0.8819,0.8593,0.861,1
2008.01.22 00:00:00,0.861,0.872,0.8511,0.8679,1
2008.01.23 00:00:00,0.8679,0.8748,0.8609,0.8741,1
2008.01.24 00:00:00,0.8741,0.882,0.869,0.8809,1
2008.01.25 00:00:00,0.8809,0.8853,0.8771,0.8789,1
2008.01.28 00:00:00,0.8789,0.8892,0.8765,0.8884,1
2008.01.29 00:00:00,0.8884,0.8905,0.8857,0.8894,1
2008.01.30 00:00:00,0.8894,0.9014,0.8859,0.8947,1
2008.01.31 00:00:00,0.8947,0.8981,0.8816,0.88985,1
2008.02.01 00:00:00,0.8955,0.9046,0.8941,0.903,1
2008.02.04 00:00:00,0.903,0.91,0.9021,0.9079,1
2008.02.05 00:00:00,0.9079,0.909,0.8939,0.8965,1
2008.02.06 00:00:00,0.8965,0.8998,0.8906,0.8973,1
2008.02.07 00:00:00,0.8973,0.8976,0.8871,0.894,1
2008.02.08 00:00:00,0.894,0.8986,0.8914,0.8963,1
2008.02.11 00:00:00,0.8963,0.9058,0.8938,0.9038,1
2008.02.12 00:00:00,0.9038,0.9086,0.9017,0.9032,1
2008.02.13 00:00:00,0.9032,0.9046,0.8921,0.8954,1
2008.02.14 00:00:00,0.8954,0.9066,0.8951,0.9015,1
2008.02.15 00:00:00,0.9015,0.9098,0.9002,0.9075,1
2008.02.18 00:00:00,0.9075,0.914,0.9068,0.9135,1
2008.02.19 00:00:00,0.9135,0.9237,0.9132,0.9184,1
2008.02.20 00:00:00,0.9184,0.9212,0.9111,0.9183,1
2008.02.21 00:00:00,0.9183,0.9208,0.9164,0.9188,1
2008.02.22 00:00:00,0.9188,0.925,0.9169,0.9238,1
2008.02.25 00:00:00,0.9238,0.9273,0.9214,0.9265,1
2008.02.26 00:00:00,0.9265,0.9332,0.9251,0.9336,1
2008.02.27 00:00:00,0.9336,0.9432,0.9304,0.9418,1
2008.02.28 00:00:00,0.9418,0.9498,0.9366,0.9483,1
2008.02.29 00:00:00,0.9483,0.9491,0.9307,0.9399,1
2008.03.03 00:00:00,0.9325,0.942,0.9275,0.9396,1
2008.03.04 00:00:00,0.9396,0.9407,0.9215,0.9277,1
2008.03.05 00:00:00,0.9277,0.9342,0.9227,0.9334,1
2008.03.06 00:00:00,0.9334,0.9384,0.9244,0.9255,1
2008.03.07 00:00:00,0.9255,0.9375,0.9244,0.9262,1
2008.03.10 00:00:00,0.9262,0.9311,0.9158,0.9166,1
2008.03.11 00:00:00,0.9166,0.93,0.9146,0.9299,1
2008.03.12 00:00:00,0.9299,0.9367,0.9273,0.9334,1
2008.03.13 00:00:00,0.9334,0.9471,0.9327,0.9455,1
2008.03.14 00:00:00,0.9455,0.9466,0.935,0.9361,1
2008.03.17 00:00:00,0.9361,0.9446,0.9126,0.9188,1
2008.03.18 00:00:00,0.9188,0.9307,0.9165,0.9293,1
2008.03.19 00:00:00,0.9293,0.9353,0.9113,0.9121,1
2008.03.20 00:00:00,0.9121,0.9167,0.8952,0.8993,1
2008.03.21 00:00:00,0.8993,0.9028,0.8987,0.9007,1
2008.03.24 00:00:00,0.9007,0.9083,0.8976,0.907,1
2008.03.25 00:00:00,0.907,0.9177,0.9065,0.9174,1
2008.03.26 00:00:00,0.9174,0.9241,0.9119,0.9204,1
2008.03.27 00:00:00,0.9204,0.9252,0.9165,0.9184,1
2008.03.28 00:00:00,0.9184,0.9243,0.9149,0.9164,1
2008.03.31 00:00:00,0.9164,0.9181,0.9101,0.9141,1
2008.04.01 00:00:00,0.9132,0.9148,0.9028,0.9071,1
2008.04.02 00:00:00,0.9071,0.9157,0.9052,0.914,1
2008.04.03 00:00:00,0.914,0.9178,0.9089,0.9158,1
2008.04.04 00:00:00,0.9158,0.9236,0.9097,0.9211,1
2008.04.07 00:00:00,0.9211,0.9283,0.9164,0.9248,1
2008.04.08 00:00:00,0.9248,0.932,0.924,0.9306,1
2008.04.09 00:00:00,0.9306,0.9334,0.9259,0.9286,1
2008.04.10 00:00:00,0.9286,0.9346,0.9273,0.9313,1
2008.04.11 00:00:00,0.9313,0.9347,0.9271,0.9251,1
2008.04.14 00:00:00,0.9251,0.9273,0.9203,0.9263,1
2008.04.15 00:00:00,0.9263,0.9308,0.9231,0.9264,1
2008.04.16 00:00:00,0.9264,0.94,0.9245,0.9393,1
2008.04.17 00:00:00,0.9393,0.9395,0.9335,0.9358,1
2008.04.18 00:00:00,0.9358,0.9395,0.9269,0.933,1
2008.04.21 00:00:00,0.933,0.9443,0.9325,0.9423,1
2008.04.22 00:00:00,0.9423,0.9473,0.9389,0.9445,1
2008.04.23 00:00:00,0.9445,0.9541,0.9444,0.9472,1
2008.04.24 00:00:00,0.9472,0.9483,0.9372,0.9394,1
2008.04.25 00:00:00,0.9394,0.942,0.9289,0.9339,1
2008.04.28 00:00:00,0.9339,0.9404,0.9332,0.938,1
2008.04.29 00:00:00,0.938,0.9393,0.9291,0.9327,1
2008.04.30 00:00:00,0.9327,0.9471,0.9309,0.939,1
2008.05.01 00:00:00,0.9431,0.9442,0.9304,0.9323,1
2008.05.02 00:00:00,0.9323,0.9384,0.9273,0.9352,1
2008.05.05 00:00:00,0.9352,0.9468,0.934,0.9463,1
2008.05.06 00:00:00,0.9463,0.9506,0.943,0.9495,1
2008.05.07 00:00:00,0.9495,0.9505,0.9405,0.9417,1
2008.05.08 00:00:00,0.9417,0.9456,0.9346,0.9434,1
2008.05.09 00:00:00,0.9434,0.9456,0.9381,0.9416,1
2008.05.12 00:00:00,0.9416,0.9479,0.9354,0.947,1
2008.05.13 00:00:00,0.947,0.9485,0.9382,0.9396,1
2008.05.14 00:00:00,0.9396,0.9426,0.9301,0.9332,1
2008.05.15 00:00:00,0.9332,0.9421,0.9289,0.9564,1
2008.05.19 00:00:00,0.9564,0.9564,0.9508,0.9527,1
2008.05.20 00:00:00,0.9527,0.9618,0.9515,0.9581,1
2008.05.21 00:00:00,0.9581,0.9653,0.9555,0.9629,1
2008.05.22 00:00:00,0.9629,0.9651,0.9541,0.9565,1
2008.05.23 00:00:00,0.9565,0.9636,0.954,0.9591,1
2008.05.26 00:00:00,0.9591,0.9617,0.9579,0.9601,1
2008.05.27 00:00:00,0.9601,0.9635,0.9578,0.9587,1
2008.05.28 00:00:00,0.9587,0.9628,0.9556,0.9622,1
2008.05.29 00:00:00,0.9622,0.9643,0.9534,0.955,1
2008.05.30 00:00:00,0.955,0.9579,0.951,0.95445,1
2008.06.02 00:00:00,0.9545,0.9567,0.9496,0.9553,1
2008.06.03 00:00:00,0.9553,0.9613,0.9506,0.951,1
2008.06.04 00:00:00,0.951,0.9629,0.9484,0.956,1
2008.06.05 00:00:00,0.956,0.9592,0.9509,0.9618,1
2008.06.09 00:00:00,0.9618,0.9647,0.948,0.9487,1
2008.06.10 00:00:00,0.9487,0.9525,0.9438,0.945,1
2008.06.11 00:00:00,0.945,0.9492,0.9425,0.9474,1
2008.06.12 00:00:00,0.9474,0.9488,0.9325,0.9359,1
2008.06.13 00:00:00,0.9359,0.9411,0.9332,0.9394,1
2008.06.16 00:00:00,0.9394,0.9425,0.9359,0.9401,1
2008.06.17 00:00:00,0.9401,0.9454,0.9387,0.9435,1
2008.06.18 00:00:00,0.9435,0.9473,0.94,0.9461,1
2008.06.19 00:00:00,0.9461,0.9518,0.9445,0.9497,1
2008.06.20 00:00:00,0.9497,0.9567,0.9488,0.9531,1
2008.06.23 00:00:00,0.9531,0.9561,0.9491,0.9516,1
2008.06.24 00:00:00,0.9516,0.9586,0.9497,0.9556,1
2008.06.25 00:00:00,0.9556,0.96,0.953,0.959,1
2008.06.26 00:00:00,0.959,0.9608,0.9549,0.9557,1
2008.06.27 00:00:00,0.9557,0.9633,0.954,0.9608,1
2008.06.30 00:00:00,0.9608,0.9667,0.9549,0.9608,1
2008.07.31 00:00:00,0.9443,0.9476,0.9395,0.94355,1
2008.08.04 00:00:00,0.9296,0.9346,0.9284,0.929,1
2008.08.05 00:00:00,0.929,0.9299,0.913,0.9156,1
2008.08.06 00:00:00,0.9156,0.9205,0.9063,0.9051,1
2008.08.08 00:00:00,0.9051,0.9074,0.8864,0.8854,1
2008.08.11 00:00:00,0.8854,0.8951,0.8792,0.8827,1
2008.08.12 00:00:00,0.8827,0.8845,0.8701,0.8746,1
2008.08.14 00:00:00,0.8746,0.8795,0.8666,0.8695,1
2008.08.15 00:00:00,0.8695,0.8706,0.8606,0.8664,1
2008.08.18 00:00:00,0.8664,0.8756,0.865,0.8683,1
2008.08.19 00:00:00,0.8683,0.8733,0.8624,0.8722,1
2008.08.20 00:00:00,0.8722,0.8743,0.8671,0.8726,1
2008.08.21 00:00:00,0.8726,0.8813,0.8648,0.8791,1
2008.08.22 00:00:00,0.8791,0.8805,0.8647,0.8672,1
2008.08.25 00:00:00,0.8672,0.8689,0.8612,0.8636,1
2008.08.26 00:00:00,0.8636,0.8646,0.8492,0.8544,1
2008.08.27 00:00:00,0.8544,0.8637,0.8529,0.8576,1
2008.08.28 00:00:00,0.8576,0.8693,0.8573,0.8628,1
2008.08.29 00:00:00,0.8628,0.8659,0.8553,0.8606,1
