Time,Open,High,Low,Close,Volume 
2008.01.01 00:00:00,1.9869,1.987,1.9838,1.9862,1
2008.01.02 00:00:00,1.9862,1.9896,1.9772,1.9813,1
2008.01.03 00:00:00,1.9813,1.9839,1.9702,1.9711,1
2008.01.04 00:00:00,1.9711,1.9849,1.9672,1.9734,1
2008.01.07 00:00:00,1.9734,1.9756,1.9651,1.9699,1
2008.01.08 00:00:00,1.9699,1.9829,1.9665,1.9726,1
2008.01.09 00:00:00,1.9726,1.9763,1.9552,1.9584,1
2008.01.10 00:00:00,1.9584,1.9667,1.9538,1.9613,1
2008.01.11 00:00:00,1.9613,1.9634,1.9482,1.9577,1
2008.01.14 00:00:00,1.9577,1.9647,1.9554,1.9559,1
2008.01.15 00:00:00,1.9559,1.974,1.9523,1.9624,1
2008.01.16 00:00:00,1.9624,1.972,1.953,1.9636,1
2008.01.17 00:00:00,1.9636,1.9791,1.9603,1.9714,1
2008.01.18 00:00:00,1.9714,1.9726,1.9511,1.9577,1
2008.01.21 00:00:00,1.9577,1.9583,1.9429,1.943,1
2008.01.22 00:00:00,1.943,1.9631,1.9335,1.9609,1
2008.01.23 00:00:00,1.9609,1.9643,1.9462,1.9563,1
2008.01.24 00:00:00,1.9563,1.9779,1.9498,1.9765,1
2008.01.25 00:00:00,1.9765,1.9849,1.9736,1.984,1
2008.01.28 00:00:00,1.984,1.989,1.9727,1.9837,1
2008.01.29 00:00:00,1.9837,1.9929,1.981,1.9892,1
2008.01.30 00:00:00,1.9892,1.9958,1.9836,1.9882,1
2008.01.31 00:00:00,1.9882,1.9945,1.9823,1.9884,1
2008.02.01 00:00:00,1.987,1.994,1.965,1.9653,1
2008.02.04 00:00:00,1.9653,1.9786,1.9626,1.9738,1
2008.02.05 00:00:00,1.9738,1.9763,1.9603,1.964,1
2008.02.06 00:00:00,1.964,1.9663,1.9552,1.9609,1
2008.02.07 00:00:00,1.9609,1.9624,1.9386,1.9424,1
2008.02.08 00:00:00,1.9424,1.9509,1.9402,1.9452,1
2008.02.11 00:00:00,1.9452,1.9529,1.94,1.9514,1
2008.02.12 00:00:00,1.9514,1.9634,1.9442,1.96,1
2008.02.13 00:00:00,1.96,1.9665,1.9547,1.9629,1
2008.02.14 00:00:00,1.9629,1.9738,1.9612,1.9682,1
2008.02.15 00:00:00,1.9682,1.9722,1.9578,1.9565,1
2008.02.18 00:00:00,1.9565,1.9638,1.9474,1.9531,1
2008.02.19 00:00:00,1.9531,1.9542,1.945,1.9478,1
2008.02.20 00:00:00,1.9478,1.9502,1.9353,1.9418,1
2008.02.21 00:00:00,1.9418,1.9643,1.9405,1.9631,1
2008.02.22 00:00:00,1.9631,1.9708,1.9608,1.9694,1
2008.02.25 00:00:00,1.9694,1.9701,1.9613,1.9669,1
2008.02.26 00:00:00,1.9669,1.9873,1.9641,1.9866,1
2008.02.27 00:00:00,1.9866,1.9971,1.9806,1.9808,1
2008.02.28 00:00:00,1.9808,1.9947,1.9761,1.9905,1
2008.02.29 00:00:00,1.9905,1.9922,1.9783,1.98525,1
2008.03.03 00:00:00,1.9885,1.9935,1.9805,1.9831,1
2008.03.04 00:00:00,1.9831,1.9891,1.9811,1.9862,1
2008.03.05 00:00:00,1.9862,1.9968,1.972,1.9918,1
2008.03.06 00:00:00,1.9918,2.0115,1.9893,2.0105,1
2008.03.07 00:00:00,2.0105,2.0216,2.0081,2.0166,1
2008.03.10 00:00:00,2.0166,2.022,2.0083,2.0077,1
2008.03.11 00:00:00,2.0077,2.021,1.9993,2.007,1
2008.03.12 00:00:00,2.007,2.0279,2.0053,2.0271,1
2008.03.13 00:00:00,2.0271,2.0391,2.0249,2.0325,1
2008.03.14 00:00:00,2.0325,2.0397,2.0173,2.017,1
2008.03.17 00:00:00,2.017,2.0228,1.994,1.9985,1
2008.03.18 00:00:00,1.9985,2.0273,1.9953,2.0076,1
2008.03.19 00:00:00,2.0076,2.015,1.9801,1.9821,1
2008.03.20 00:00:00,1.9821,1.9881,1.9733,1.986,1
