Time,Open,High,Low,Close,Volume 
2008.01.01 00:00:00,0.7657,0.7677,0.7635,0.7672,1
2008.01.02 00:00:00,0.7672,0.7756,0.7667,0.7755,1
2008.01.03 00:00:00,0.7755,0.7788,0.7688,0.7703,1
2008.01.04 00:00:00,0.7703,0.7751,0.7648,0.7658,1
2008.01.07 00:00:00,0.7658,0.7682,0.7607,0.769,1
2008.01.08 00:00:00,0.769,0.7731,0.7669,0.7681,1
2008.01.09 00:00:00,0.7681,0.7743,0.7668,0.7721,1
2008.01.10 00:00:00,0.7721,0.7867,0.7713,0.7844,1
2008.01.11 00:00:00,0.7844,0.7879,0.7806,0.7802,1
2008.01.14 00:00:00,0.7802,0.7915,0.7782,0.7905,1
2008.01.15 00:00:00,0.7905,0.7932,0.7759,0.7775,1
2008.01.16 00:00:00,0.7775,0.7807,0.764,0.7714,1
2008.01.17 00:00:00,0.7714,0.7762,0.7635,0.7662,1
2008.01.18 00:00:00,0.7662,0.7687,0.7559,0.7593,1
2008.01.21 00:00:00,0.7593,0.7616,0.7432,0.7449,1
2008.01.22 00:00:00,0.7449,0.7673,0.7381,0.7634,1
2008.01.23 00:00:00,0.7634,0.7689,0.7543,0.7669,1
2008.01.24 00:00:00,0.7669,0.7744,0.7613,0.7737,1
2008.01.25 00:00:00,0.7737,0.7749,0.7658,0.7673,1
2008.01.28 00:00:00,0.7673,0.7774,0.7664,0.7768,1
2008.01.29 00:00:00,0.7768,0.7795,0.7748,0.7779,1
2008.01.30 00:00:00,0.7779,0.7914,0.7756,0.7849,1
2008.01.31 00:00:00,0.7849,0.7898,0.7748,0.7823,1
2008.02.01 00:00:00,0.7878,0.7959,0.7855,0.7923,1
2008.02.04 00:00:00,0.7923,0.7968,0.7894,0.7928,1
2008.02.05 00:00:00,0.7928,0.7946,0.7778,0.7803,1
2008.02.06 00:00:00,0.7803,0.787,0.7787,0.7884,1
2008.02.07 00:00:00,0.7884,0.7927,0.7822,0.7873,1
2008.02.08 00:00:00,0.7873,0.7913,0.7835,0.7871,1
2008.02.11 00:00:00,0.7871,0.7914,0.7861,0.7885,1
